Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV,genotype,treat,HB_strain
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,D10,2815,1298,943,851.66,58.48,49.34,RS1_210,0Pi,yH902
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,D11,2759,18307,16416,9319.57,46.95,40.66,RS1_24,2mMH2O2,yH894
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,D12,2611,2861,4472,2283.51,67.98,63.01,RS1_210,2mMH2O2,yH902
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,E9,3148,5770,7602,2865.73,47.23,46.42,RS1_24,0Pi,yH895
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,E10,3364,1242,1035,839.46,60.18,49.6,RS1_210,0Pi,yH903
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,E11,2796,19238,17858,9124.78,44.25,37.39,RS1_24,2mMH2O2,yH895
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,E12,2468,2844,3686,2346.03,70.58,63.45,RS1_210,2mMH2O2,yH903
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,F9,2712,5628,6419,3244.73,53.24,53.94,RS1_26,0Pi,yH896
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,F10,2994,1262,1035,780.16,55.4,46.64,RS1_210,0Pi,yH904
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,F11,2540,8558,8810,6594.73,66.33,57.69,RS1_26,2mMH2O2,yH896
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,F12,2726,2557,4636,2053.92,68.32,66.3,RS1_210,2mMH2O2,yH904
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,G9,3014,6074,7614,3031.18,47.2,47.5,RS1_26,0Pi,yH897
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,G11,2552,14252,17173,7504.95,49.57,44.63,RS1_26,2mMH2O2,yH897
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,H9,3135,5142,4969,3116.6,55.1,54.55,RS1_26,0Pi,yH898
Rep1-0Pi-H2O2,d020724-150min-RS1-R1,150min,H11,2787,6699,8110,5047.96,64.86,57.7,RS1_26,2mMH2O2,yH898
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,A9,2888,14682,14506,5854.49,38.62,35.69,wt,0Pi,yH298
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,A10,3000,2979,4276,1661.7,51.97,51.59,RS1_28,0Pi,yH899
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,A11,3427,38025,42339,18534.61,47.32,41.14,wt,2mMH2O2,yH298
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,A12,2600,5977,6059,3405.16,52.28,47.41,RS1_28,2mMH2O2,yH899
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,B9,3784,12221,11880,5262.86,41.06,38.54,wt,0Pi,yH299
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,B10,3513,2728,3309,1665.99,55.36,53.75,RS1_28,0Pi,yH900
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,B11,3198,33375,43264,14153.04,40.77,39.98,wt,2mMH2O2,yH299
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,B12,3227,6284,6804,3292.45,48.37,45.56,RS1_28,2mMH2O2,yH900
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,C9,2773,5298,7120,3010.23,52.21,50.76,RS1_24,0Pi,yH893
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,C10,2941,2802,3975,1620.66,53.56,52.33,RS1_28,0Pi,yH901
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,C11,2749,11416,14807,7004.29,54.74,46.29,RS1_24,2mMH2O2,yH893
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,C12,2504,6677,7969,3956.08,53.79,47.7,RS1_28,2mMH2O2,yH901
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,D9,3507,5577,6229,3228.31,55.07,53.67,RS1_24,0Pi,yH894
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,D10,3203,1164,872,895.51,66.63,54.9,RS1_210,0Pi,yH902
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,D11,2925,18569,22319,8503.24,42.75,37.26,RS1_24,2mMH2O2,yH894
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,D12,2472,1674,1281,1823.41,83.79,72.67,RS1_210,2mMH2O2,yH902
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,E9,3038,6327,7369,3181.15,47.3,46.23,RS1_24,0Pi,yH895
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,E10,2887,1278,908,846.65,59.66,51.86,RS1_210,0Pi,yH903
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,E11,2784,17643,17536,8814.6,46.53,38.98,RS1_24,2mMH2O2,yH895
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,E12,2340,2937,3823,2607.01,75.63,64.51,RS1_210,2mMH2O2,yH903
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,F9,2917,7005,8537,3434.91,47.32,47.26,RS1_26,0Pi,yH896
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,F10,2908,1229,1084,901.46,65.23,54.77,RS1_210,0Pi,yH904
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,F11,2424,15655,16781,8303.71,49.28,42.84,RS1_26,2mMH2O2,yH896
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,F12,2326,2445,2933,2063.47,70.29,64.94,RS1_210,2mMH2O2,yH904
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,G9,3060,6300,7121,3524.39,54.39,53.48,RS1_26,0Pi,yH897
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,G11,2322,15100,14481,8277.38,50.13,43.79,RS1_26,2mMH2O2,yH897
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,H9,2977,6343,7247,3769.92,56.23,53.46,RS1_26,0Pi,yH898
Rep2-0Pi-H2O2,d020824-150min-RS1-R2,150min,H11,2216,13722,14515,7828.58,53.07,45.54,RS1_26,2mMH2O2,yH898
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,A9,3028,13716,12577,5961.88,41.91,40.21,wt,0Pi,yH298
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,A10,2983,2863,3393,1697.86,54.06,47.23,RS1_28,0Pi,yH899
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,A11,3448,3514,4188,1891.51,48.99,45.81,wt,Ctrl,yH298
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,A12,3489,1526,1598,894.95,52.16,46.73,RS1_28,Ctrl,yH899
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,B9,2924,13022,11882,5486.53,40.7,38.18,wt,0Pi,yH299
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,B10,2870,2926,3432,1629.34,51.15,49.13,RS1_28,0Pi,yH900
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,B11,3441,3777,4190,2046.48,50.17,45.38,wt,Ctrl,yH299
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,B12,3442,1511,1317,853.74,51.02,45.44,RS1_28,Ctrl,yH900
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,C9,2733,5990,5573,3123.89,48.69,45.39,RS1_24,0Pi,yH893
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,C10,2844,2883,2571,1655.85,52.75,49.76,RS1_28,0Pi,yH901
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,C11,3351,2648,2956,1608.09,54.71,51.29,RS1_24,Ctrl,yH893
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,C12,3366,1600,1685,883.76,50.15,46.75,RS1_28,Ctrl,yH901
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,D9,3247,4219,5647,2496.47,53.79,51.48,RS1_24,0Pi,yH894
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,D10,3196,1168,908,875.36,63.58,51.15,RS1_210,0Pi,yH902
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,D11,3333,2121,1905,1540.74,63.26,51.8,RS1_24,Ctrl,yH894
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,D12,3517,902,667,539.34,53.33,46.02,RS1_210,Ctrl,yH902
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,E9,2696,6063,8124,3042.17,47.42,45.75,RS1_24,0Pi,yH895
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,E10,2744,1244,1129,873.19,61.78,49.66,RS1_210,0Pi,yH903
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,E11,3321,2761,3098,1711.45,55.83,50.53,RS1_24,Ctrl,yH895
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,E12,3288,865,782,505.37,52.42,45.59,RS1_210,Ctrl,yH903
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,F9,2630,5975,6827,3393.12,52.07,51.49,RS1_26,0Pi,yH896
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,F10,2713,1266,1165,988.34,67.77,49.07,RS1_210,0Pi,yH904
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,F11,3182,1457,919,1393.86,79.91,55.05,RS1_26,Ctrl,yH896
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,F12,3171,887,852,539.49,54.37,46.3,RS1_210,Ctrl,yH904
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,G9,2831,6475,6602,3244.3,47.69,45.52,RS1_26,0Pi,yH897
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,G11,3531,1611,1355,1138.38,60.61,55.59,RS1_26,Ctrl,yH897
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,H9,2849,7032,9332,3403.88,45.99,45.67,RS1_26,0Pi,yH898
Rep3-0Pi-Ctrl,d021024-150min-RS1-R3,150min,H11,3423,1689,1164,1182.3,60.48,55.39,RS1_26,Ctrl,yH898
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,A9,2942,34064,42297,20302.64,59.78,54.51,wt,2mMH2O2,yH298
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,A10,2841,5767,6323,3401.54,53.4,47.17,RS1_28,2mMH2O2,yH899
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,A11,3771,3824,4915,1931.3,46.59,43.73,wt,Ctrl,yH298
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,A12,3248,1594,1012,902.9,50.88,47.03,RS1_28,Ctrl,yH899
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,B9,2922,33177,35681,13617.48,39.8,35.75,wt,2mMH2O2,yH299
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,B10,2783,5848,7128,3543.61,54.13,49.64,RS1_28,2mMH2O2,yH900
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,B11,3532,3870,4527,1878.55,44.87,43.28,wt,Ctrl,yH299
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,B12,3243,1555,1012,867.83,49.83,46.34,RS1_28,Ctrl,yH900
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,C9,2668,19992,19159,8999.6,42.13,36.2,RS1_24,2mMH2O2,yH893
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,C10,2588,6492,7477,3596.61,50.47,46.52,RS1_28,2mMH2O2,yH901
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,C11,3365,2588,3827,1629.67,55.86,52.36,RS1_24,Ctrl,yH893
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,C12,3174,1624,1501,888.94,49.69,45.71,RS1_28,Ctrl,yH901
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,D9,2704,19416,20858,8877.71,42.38,38.79,RS1_24,2mMH2O2,yH894
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,D10,2719,1633,1116,1708.62,81.18,66.55,RS1_210,2mMH2O2,yH902
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,D11,3351,2837,3862,1725.28,54.8,51.95,RS1_24,Ctrl,yH894
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,D12,3153,892,725,534.07,53.33,48.2,RS1_210,Ctrl,yH902
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,E9,3016,18831,19513,8498.73,42.28,36,RS1_24,2mMH2O2,yH895
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,E10,2764,2745,2844,2254.67,69.64,65.18,RS1_210,2mMH2O2,yH903
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,E11,3712,2614,2683,1590.52,54.89,51.88,RS1_24,Ctrl,yH895
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,E12,3725,862,586,493.49,51.49,44.89,RS1_210,Ctrl,yH903
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,F9,2747,16007,16417,7806.25,45.72,42.04,RS1_26,2mMH2O2,yH896
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,F10,2562,2918,4630,2407.2,70.13,62.63,RS1_210,2mMH2O2,yH904
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,F11,3315,1640,1295,1149.39,60.31,54.96,RS1_26,Ctrl,yH896
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,F12,3359,895,851,494.56,50.04,42.9,RS1_210,Ctrl,yH904
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,G9,3046,15078,15420,7652.47,47.43,42.64,RS1_26,2mMH2O2,yH897
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,G11,3601,1517,1117,1100.79,61.65,54.44,RS1_26,Ctrl,yH897
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,H9,2763,13799,15141,7174.48,48.36,42.19,RS1_26,2mMH2O2,yH898
Rep4-H2O2-Ctrl,d021224-150min-RS1-R4,150min,H11,3314,1516,931,1149.06,63.45,54.91,RS1_26,Ctrl,yH898
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,A1,3269,15651,16786,6388.73,39.19,35.82,wt,0Pi,yH298
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,A2,6918,2812,3121,1545.97,51.01,50.17,RS1_28,0Pi,yH899
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,B1,7287,13417,13361,5634.99,40.43,36.64,wt,0Pi,yH299
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,B2,8360,2566,3196,1474.76,52.75,51.08,RS1_28,0Pi,yH900
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,C1,6655,6508,7726,3238.42,47.06,44.4,RS1_24,0Pi,yH893
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,C2,6389,2894,3489,1630.27,52.18,50.15,RS1_28,0Pi,yH901
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,D1,7017,5905,7120,2967.76,47.8,45.47,RS1_24,0Pi,yH894
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,D2,6940,1230,1200,817.86,58.97,47.61,RS1_210,0Pi,yH902
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,E1,6547,6109,6705,3052.31,47.45,44.41,RS1_24,0Pi,yH895
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,F1,5630,6312,11183,3610.33,53.46,52.84,RS1_26,0Pi,yH896
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,A3,6205,31349,39308,20437.51,63.77,54.94,wt,2mMH2O2,yH298
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,B3,6499,25994,23415,13841.89,47.81,40.4,wt,2mMH2O2,yH299
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,C3,5564,15393,16772,7944.71,47.83,38.71,RS1_24,2mMH2O2,yH893
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,D3,5781,14825,15757,7994.1,49.7,40.16,RS1_24,2mMH2O2,yH894
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,E3,5415,15743,15434,8550.5,49.56,39.62,RS1_24,2mMH2O2,yH895
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,F3,5754,6322,10011,5544.2,71.88,58.05,RS1_26,2mMH2O2,yH896
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,E2,7656,1294,933,784.88,54.93,46.06,RS1_210,0Pi,yH903
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,F2,6709,1265,1013,789.85,56.27,48.4,RS1_210,0Pi,yH904
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,G1,6679,6867,7118,3536.61,48.86,48.82,RS1_26,0Pi,yH897
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,G3,5292,11070,12348,6393.75,52.77,43.86,RS1_26,2mMH2O2,yH897
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,H1,6091,6331,7608,3570.78,52.64,52.08,RS1_26,0Pi,yH898
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,H3,5538,5147,6315,4193.18,68.4,57.05,RS1_26,2mMH2O2,yH898
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,A4,2932,4891,5803,3098.45,56.01,49.7,RS1_28,2mMH2O2,yH899
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,B4,2888,5122,6330,3003.81,52.88,47.33,RS1_28,2mMH2O2,yH900
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,C4,2899,5230,5219,3308.7,56.3,47.82,RS1_28,2mMH2O2,yH901
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,D4,2384,2462,3395,1864.11,65.2,57.18,RS1_210,2mMH2O2,yH902
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,E4,2450,2476,2952,1945.51,68.16,56.23,RS1_210,2mMH2O2,yH903
Rep1-0Pi-H2O2,d020724-180min-RS1-R1,180min,F4,2553,2363,1722,1868.34,66.45,58.98,RS1_210,2mMH2O2,yH904
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,A1,3116,15904,15459,6636.32,40.22,37.18,wt,0Pi,yH298
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,A2,6921,3164,4145,1828.44,53.73,53.23,RS1_28,0Pi,yH899
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,B1,7611,14859,16090,7149.38,47.75,42.73,wt,0Pi,yH299
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,B2,7049,2912,3649,1816,58.49,57.79,RS1_28,0Pi,yH900
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,C1,6800,5920,7022,3369.88,53.7,51.87,RS1_24,0Pi,yH893
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,C2,6600,2909,3860,1668.29,53.2,52.8,RS1_28,0Pi,yH901
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,D1,10273,5531,7121,3206.97,54.47,51.55,RS1_24,0Pi,yH894
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,D2,7158,1179,920,859.68,64.42,56.42,RS1_210,0Pi,yH902
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,E1,6776,6853,7730,3529.5,49.08,45.78,RS1_24,0Pi,yH895
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,F1,6985,8418,10384,4279.23,49.02,48.56,RS1_26,0Pi,yH896
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,A3,6465,33743,37361,19416.12,56.51,44.94,wt,2mMH2O2,yH298
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,B3,8828,25099,23384,12427.03,46.34,37.14,wt,2mMH2O2,yH299
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,C3,5969,8771,10563,5802.3,59.41,50.46,RS1_24,2mMH2O2,yH893
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,D3,6664,14337,13912,8653.59,58.89,44.2,RS1_24,2mMH2O2,yH894
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,E3,5745,14895,15442,7994.99,50.18,39.03,RS1_24,2mMH2O2,yH895
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,F3,5138,12723,12841,7261.29,53.21,42.03,RS1_26,2mMH2O2,yH896
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,E2,7005,1379,1130,867.99,56.88,51.18,RS1_210,0Pi,yH903
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,F2,6409,1355,1070,912.52,59.88,49.46,RS1_210,0Pi,yH904
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,G1,6909,7716,9473,4016.65,50.07,49.84,RS1_26,0Pi,yH897
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,G3,5445,11977,14802,7197.13,56.71,43.67,RS1_26,2mMH2O2,yH897
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,H1,6820,8243,9832,4548.87,53.07,51.61,RS1_26,0Pi,yH898
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,H3,5211,10080,13367,7446.93,74.41,65.54,RS1_26,2mMH2O2,yH898
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,A4,2801,5167,6055,2964.24,52.68,45.91,RS1_28,2mMH2O2,yH899
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,B4,2588,5230,5292,3027.84,53.09,49.17,RS1_28,2mMH2O2,yH900
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,C4,2620,5680,5729,3202.72,51.89,44.49,RS1_28,2mMH2O2,yH901
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,D4,2442,1541,1058,1671.69,84.43,66.48,RS1_210,2mMH2O2,yH902
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,E4,2406,2670,3398,1948.7,63.72,59.33,RS1_210,2mMH2O2,yH903
Rep2-0Pi-H2O2,d020824-180min-RS1-R2,180min,F4,2675,2275,2660,1695.03,64.28,59.56,RS1_210,2mMH2O2,yH904
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,A1,3198,14550,15093,6821.17,45.56,43.57,wt,0Pi,yH298
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,A2,6111,2695,3579,1550.61,52.89,50.5,RS1_28,0Pi,yH899
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,B1,5926,13334,15118,6231.21,45.91,41.75,wt,0Pi,yH299
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,B2,6434,2937,3582,1687.17,53.14,50.03,RS1_28,0Pi,yH900
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,C1,6734,6033,8396,3063.69,48.46,45.11,RS1_24,0Pi,yH893
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,C2,6532,2774,3366,1609.5,53.69,51.26,RS1_28,0Pi,yH901
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,D1,9223,4179,4796,2396.92,53.04,50.7,RS1_24,0Pi,yH894
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,D2,6321,1212,1083,921.01,66.28,51.87,RS1_210,0Pi,yH902
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,E1,6444,5861,7365,3070.04,49.5,46.19,RS1_24,0Pi,yH895
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,F1,5958,6458,6411,3531.71,51.46,51.95,RS1_26,0Pi,yH896
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,A3,7963,3592,4797,2192.44,54.53,49.65,wt,Ctrl,yH298
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,B3,8248,4000,4471,2282.14,51.65,46.72,wt,Ctrl,yH299
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,C3,7633,2268,1536,1553,59.87,52.82,RS1_24,Ctrl,yH893
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,D3,7572,1904,1686,1517.58,67.34,54.04,RS1_24,Ctrl,yH894
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,E3,7500,2379,3201,1603.49,59.22,54.39,RS1_24,Ctrl,yH895
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,F3,7248,1342,850,1274.1,77.93,55.57,RS1_26,Ctrl,yH896
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,E2,6441,1168,1117,808.43,62.18,53.19,RS1_210,0Pi,yH903
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,F2,6743,1285,1047,939.2,65.32,54.23,RS1_210,0Pi,yH904
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,G1,6135,6509,6710,3385.18,49.39,46.97,RS1_26,0Pi,yH897
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,G3,7416,1427,1177,1079.32,64.03,56.83,RS1_26,Ctrl,yH897
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,H1,6429,7307,8527,3742.12,48.87,47.82,RS1_26,0Pi,yH898
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,H3,7639,1526,1105,1130.72,63.56,55.86,RS1_26,Ctrl,yH898
Rep3-0Pi-Ctrl,d021024-180min-RS1-R3,180min,A4,3712,1524,1332,874.29,51.46,46.66,RS1_28,Ctrl,yH899
